,Unnamed: 0,auction type,count,mean,std,min,25,50,75,max,count_per,mean_per,std_per,min_per,25_per,50_per,75_per,max_per,skew,kurtosis,4th,5th,second_price
7,7,second price,1957.0,945.2314767501275,944.2307946302834,1.0,284.0,669.0,1258.0,8519.0,1957.0,0.1456230459507201,0.1239851414017613,0.00017998560115190784,0.04952045410060677,0.11548223350253807,0.20429507739506345,0.7646303168712532,1.3743806646852446,2.085255704814741,0.001198479040834298,0.0004496484564890032,1
8,8,second price,1910.0,960.5722513089003,894.627543071452,1.0,304.0,703.5,1343.75,6616.0,1910.0,0.14654142254213692,0.11688927915040292,0.00010167768174885612,0.057140066305090886,0.12119128207176423,0.2071648160788026,0.7466693994671039,1.294141969006238,2.1693639027756393,0.0009623649163294623,0.00035930510543692853,1
9,9,second price,1937.0,944.9623128549305,925.1865034922604,1.0,283.0,662.0,1316.0,6579.0,1937.0,0.14684730415461966,0.12292746701893748,0.00023707918444760553,0.051972532651137736,0.11541632316570488,0.2163923182441701,0.9750873108265424,1.4012156345743665,2.860668733321148,0.0013344965348384011,0.0006204054065762277,1
10,10,second price,1941.0,967.7027305512622,938.071185029827,1.0,294.0,686.0,1364.0,8677.0,1941.0,0.14628184025094915,0.12255283548312428,0.00020903010033444816,0.05509288917360666,0.11543697250204192,0.21051136363636366,0.9012003693444136,1.5592171066196854,3.8116078931914834,0.0015320472188507302,0.0007631587666484358,1
11,11,second price,1921.0,941.2555960437272,887.5281056296011,2.0,307.0,688.0,1303.0,6841.0,1921.0,0.1437672106740598,0.1143583047825354,0.00022802417056207958,0.05504108517020999,0.11726060123432212,0.20535714285714285,0.7207095243475313,1.2476267910860743,1.8765733252865335,0.0008318021727574512,0.0002911409072624338,1
12,12,second price,1925.0,930.0903896103896,855.2455940424397,3.0,316.0,693.0,1285.0,6109.0,1925.0,0.14422663362909766,0.11662187409513908,0.0004123144584936778,0.05799414737962224,0.11546666666666665,0.20070011668611434,0.8086248701073779,1.4166175045123433,2.8207939809531686,0.0010736718639902372,0.0004449803918495421,1
13,13,second price,1971.0,942.2105530187723,882.1635297428554,1.0,291.5,706.0,1299.0,6463.0,1971.0,0.14551567441342714,0.11745839819535407,0.00011803588290840415,0.056777000507761875,0.11954436450839327,0.20816470064864967,0.8309585492227979,1.302552997638791,2.2777198641266705,0.001001880045470717,0.000395058363318518,1
14,14,second price,1978.0,953.2618806875633,915.50608417407,1.0,304.0,694.0,1290.0,6698.0,1978.0,0.14652894495677987,0.11860294656040725,0.00015101177891875566,0.056025544555048684,0.12331629308084635,0.2064761214326405,0.8217603911980441,1.4516697069780518,3.110743382617691,0.0012057634137182481,0.0005135376657924498,1
15,15,second price,1893.0,935.9920760697307,903.7440021355336,1.0,304.0,663.0,1257.0,7037.0,1893.0,0.1433446297787025,0.1185042419627884,0.0003430531732418525,0.05278335005015045,0.11676849966055668,0.20154639175257733,0.7163758389261745,1.2914837559939136,1.873125672386935,0.000958430686431808,0.0003426370210685572,1
16,16,second price,1968.0,940.6854674796747,895.3248947506868,1.0,284.75,650.0,1330.25,6413.0,1968.0,0.14509653703586864,0.12011056166054385,0.00014988009592326138,0.051328253027057215,0.119121880344739,0.198174333165064,0.8682246024018176,1.3918697541291007,2.5228080436999543,0.0011463027726557598,0.00046665510811448846,1
17,17,second price,1992.0,976.7434738955824,902.8007984740287,1.0,314.75,696.0,1403.25,6603.0,1992.0,0.15075978537411508,0.12345931932103947,0.00010545186122535064,0.058346847860598225,0.11974604047687795,0.21568446410941575,0.7830519273654031,1.299393405783163,1.9966560977487424,0.0011578206807202195,0.0004404230630493825,1
