,25_per_1,50_per_1,75_per_1,max_per_1,skew_1,kurtosis_1,4th_1,5th_1,std/mean_1,skew_2,kurtosis_2,4th_2,5th_2,std/mean_2,total return ratio,ratio stdev,max ratio
279,0.0,0.019901662374151245,0.060037255166730724,0.8431155407899594,2.898416717650006,11.398291511843484,0.0007733916751349294,0.0003871107803453069,1.8303457916428134,3.2736824897302435,14.490952694306776,0.0004314180625009383,0.00018392479729152755,0.6824639743910489,1.688230008984726,0.9416256890078009,0.8269064499394778
932,0.044195568395396574,0.11552180596909292,0.1700967686603404,0.2721478648820905,0.26886957648077553,-0.9374085860128528,7.183495390736222e-05,3.905930531229228e-06,0.8157211414053354,1.5248821612288743,2.0826654140410854,0.0001480919740649147,2.806550917396184e-05,0.65745535692292,1.4000000000000001,0.8421615728184443,0.5693866943866944
126,0.0,0.0,0.0,0.4024719652942621,3.561788349059087,15.108769388916226,4.886719223192787e-05,1.1839213516810111e-05,3.0596135827566986,4.837260185974044,24.36091632961857,5.489972234514096e-06,6.908733162674713e-07,0.4645605843146434,1.739889705882353,1.0369818642669786,1.5560126582278482
973,0.0,0.012733937873818251,0.08084054388133498,0.23546187228766274,1.4249508760515823,1.1228243941852272,6.253083058640079e-05,9.70114419211542e-06,1.5492347093893446,1.5950998564805141,1.1158832540881491,7.517007217745477e-08,1.8550464368958066e-09,0.4037868354847241,3.6999999999999997,1.7266915244881627,1.7633726201269266
525,0.051815505636993255,0.1179748438464082,0.2048983921685414,0.7657112805679727,1.3759912670546548,2.4043433415825284,0.0011839520386331215,0.00047077383811266414,0.9695200715805088,1.4312206436576165,2.330429349670224,0.0006399570469963397,0.00021067628919641784,0.6003964555095214,1.8701050620821396,1.092049214408135,1.2671412514050207
441,0.054851763750290085,0.12155325534843295,0.2126209227320342,0.7533834586466165,1.301105858671533,2.087500547606597,0.0010764127411968358,0.0004093034662659192,0.9448727375417605,1.638836074288346,3.1699959017261023,0.0008249537693197424,0.00029934395466167885,0.6306302519533272,1.6649029982363317,0.9900966531090197,1.029109341057205
119,0.03000857387825093,0.040156709108716944,0.060005742176284814,0.0701637153357835,-0.003015771160953691,-1.2385906383085563,1.4652183638227858e-07,-6.659965523989132e-11,0.5277764095331574,-0.04034348081373404,-1.2838753985631344,9.836716345418347e-08,-1.3171870978431816e-10,0.36976499780401667,1.7420814479638012,0.4442377508990337,0.4144186046511628
948,0.049978984321256345,0.05001558725689542,0.05004384430724032,0.05014577259475218,-0.18999661606088333,0.4027814740131834,3.6526888218832556e-17,2.6507200054293227e-22,0.355425555885939,-0.5337885811369907,0.07753844399782928,3.3598705460450313e-17,-1.8317705063170677e-21,0.32218695164545025,2.0,0.25553110286390895,0.2471059661620659
757,0.0634385032326263,0.15373260227752006,0.2798508611077836,0.7934832491968793,1.2425077175200328,1.4437695468424088,0.003102027759901885,0.00134310847772409,0.9584634386469917,1.65137686520024,3.0449593033304185,0.0036593463000206146,0.001817273461725479,0.693523497192986,1.55,1.0825935055302731,0.92625
468,0.02996142071134872,0.03000468823253634,0.030039854268312214,0.03022794846382557,-0.06603136657218782,0.16713727174702298,3.0513176577213646e-17,-2.7107590259299405e-22,0.35216295738236214,-0.0038227720199069024,1.3406420204234275,1.1873751846524383e-16,2.4825597355347233e-21,0.35461026439462295,1.718552036199095,0.18754675199187576,0.22243807673627974
365,0.05165949923231007,0.11487942874949862,0.2022443053722084,0.6610982211910286,1.2562395972754432,1.7624080548986276,0.0008466174672936467,0.00028978480205731576,0.9596102756886208,1.6053040541080967,3.543365889715746,0.0008591089125336214,0.0003550623805983649,0.667135051396922,1.8903846153846153,0.9520946725668694,0.6775141242937853
