,auction type,count,mean,std,min,25,50,75,max,count_per,mean_per,std_per,min_per,25_per,50_per,75_per,max_per,skew,kurtosis,4th,5th
0,second price,1081.0,1453.740980573543,911.3852965528584,175.0,804.0,1225.0,1811.0,7070.0,1081.0,0.22452454026794214,0.10600574619358098,0.10031595576619273,0.14484220442769666,0.19846227775108122,0.2739397572306309,0.6982839901942297,1.3986166713844406,2.2756663680059592,0.000662929292347938,0.00021730534285123546
1,second price,1096.0,1485.8476277372263,910.0358001658002,242.0,847.75,1240.0,1896.75,7305.0,1096.0,0.22317922796004724,0.10455297770352838,0.10021551724137931,0.1459049244573306,0.2000147133242527,0.26991459867679257,0.8128407700011128,1.5597095801907308,3.2440472862451126,0.0007423491059075643,0.00027330410865171364
2,second price,1095.0,1465.889497716895,929.1104627256517,266.0,809.0,1216.0,1888.0,7601.0,1095.0,0.22556684216656644,0.11157355708459814,0.10039507320474088,0.1410407535018135,0.19168591224018475,0.2853794931542524,0.74013357619915,1.3185962078566322,1.7072641535660114,0.0007260975498308915,0.0002421720867736992
3,second price,1014.0,1506.3589743589744,1001.7321401874043,269.0,812.0,1238.5,1879.25,6800.0,1014.0,0.232354613066204,0.11969987216247911,0.1001949740034662,0.1401380421956795,0.19471582991929412,0.2967781145828621,0.8994429367233252,1.4327970467262687,2.480506498982939,0.0011191793696798886,0.0004566424179819668
4,second price,1112.0,1485.4910071942445,941.8975331825462,228.0,798.5,1256.0,1858.5,8187.0,1112.0,0.228110463293179,0.1120333169914995,0.1003741662599642,0.1429904695781261,0.19804439871333257,0.2802438459579001,0.7340247574439612,1.3997404202793067,2.1930697929552543,0.0008142450841238227,0.0002849099121266516
5,second price,1090.0,1416.0192660550458,897.7584802633038,263.0,811.25,1178.0,1774.5,9638.0,1090.0,0.2210358563001006,0.10864078224498665,0.1001598295151838,0.13982356324007594,0.1893551600638394,0.26536954484732794,0.8370089593383874,1.577924938079093,3.1937407604320684,0.0008584469832904992,0.00033637048339781175
6,second price,1112.0,1438.7589928057555,930.3246529384521,246.0,800.5,1171.5,1816.5,7776.0,1112.0,0.22207149651045863,0.11011696245964446,0.10008461259518917,0.14037870131435412,0.1903060298792218,0.2666894303613053,0.7674748798602009,1.604173350644784,3.0523761298184984,0.0008855004000438795,0.0003294533750394496
7,second price,1073.0,1431.4911463187325,905.1079882003045,296.0,788.0,1200.0,1804.0,7498.0,1073.0,0.220819910968671,0.1087478890350262,0.10047910566941709,0.1417624521072797,0.19200887902330743,0.2702529618956132,1.0178419711129991,1.8210935406106459,5.3247711789514485,0.001157866993962676,0.0005886236478631288
8,second price,1091.0,1432.7525206232815,966.8519403081248,198.0,778.5,1174.0,1784.5,8331.0,1091.0,0.2219207492557252,0.11304134046268198,0.10019785189372526,0.13972950154049385,0.18999626726390445,0.2666415687799742,0.9747279747279747,1.7935082103258186,4.847561916888329,0.0012745379321826011,0.0006437245865282042
9,second price,1093.0,1472.1125343092406,954.6206451529695,254.0,802.0,1192.0,1894.0,7698.0,1093.0,0.2273744414822659,0.11257205311786087,0.10032679738562092,0.14216694078947367,0.1989880101198988,0.28,0.8733624454148472,1.5453782467774024,3.183671526815563,0.0009880176251106944,0.00040200847092094685
