,auction type,count,mean,std,min,25,50,75,max,count_per,mean_per,std_per,min_per,25_per,50_per,75_per,max_per,skew,kurtosis,4th,5th
0,second price,2028.0,936.9334319526628,885.9859441592805,1.0,288.0,666.0,1296.0,6340.0,2028.0,0.14443032420123017,0.11850288669109879,0.00016121231662098983,0.05577943436915505,0.11511229615803872,0.20538514448367484,0.7544332529436799,1.3879838082696725,2.5778789013916845,0.0010970616492107488,0.00044341099985764154
1,second price,1851.0,966.7568881685576,956.0932043787798,1.0,296.5,685.0,1300.0,7165.0,1851.0,0.14712569735391667,0.12061352479845336,0.00018875047187617969,0.05454698777479361,0.11924959216965743,0.2048751067067513,0.7897591322379965,1.305628962104286,2.106644472269827,0.0010776816912789122,0.00041710694391765583
2,second price,1958.0,958.2773237997957,909.9905608603694,1.0,303.25,701.5,1311.5,6091.0,1958.0,0.14869806770333374,0.12218578155205939,0.00020064205457463884,0.05592379623234131,0.11925976831780802,0.20861294276206482,0.9194278471845012,1.4106322903186184,2.610314424000129,0.00124701819603876,0.0005257315841887546
3,second price,1935.0,942.2010335917313,899.4937588050453,1.0,283.5,681.0,1357.5,6523.0,1935.0,0.14596384202978188,0.12145497544276042,0.00021710811984368216,0.05278059301993192,0.11576470588235294,0.20668146162184353,0.7465437788018433,1.329976907292983,2.1151178739454974,0.001110044646217274,0.0004219824247016084
4,second price,1905.0,947.3889763779528,897.7297565190537,1.0,301.0,690.0,1321.0,6625.0,1905.0,0.14614297443833887,0.11830073158258195,0.00030747155888080353,0.05524041058887088,0.1185987431474796,0.20153313550939664,0.7349937733499378,1.3202714787467766,2.015151547582927,0.0009795955692392816,0.00034656096044963035
5,second price,1965.0,971.6468193384223,938.9781801819202,1.0,296.0,702.0,1333.0,5673.0,1965.0,0.14986978104925375,0.12495413350244113,0.00014771048744460856,0.05447706867265227,0.12013686478266379,0.21443888491779842,0.8151241011366273,1.5305099255911543,3.4393293825779794,0.0015653253962407186,0.0007222799764469223
6,second price,1960.0,970.5760204081632,943.6431650831499,1.0,309.5,683.0,1361.25,7121.0,1960.0,0.14753132452098594,0.12252791888225315,0.0001876172607879925,0.054069073058834266,0.12122140175922438,0.20356552367238964,0.9621686029192732,1.5490359904321314,3.738398888535436,0.0015144031609795018,0.0007532581338230356
7,second price,1942.0,942.2167868177137,907.9326522640705,1.0,289.0,699.0,1314.0,7751.0,1942.0,0.14691021775875795,0.12105217833433085,0.00018521948508983145,0.05379667710594751,0.11761247708960126,0.21078561832293602,0.7971552257266543,1.4348404677934525,2.906266609607686,0.0012646738250207687,0.0005380682500343561
8,second price,1966.0,947.9918616480163,935.3255355436935,1.0,272.25,701.0,1293.5,7161.0,1966.0,0.1455941634730851,0.12213503441956186,0.00012127091923356779,0.05236156369463018,0.11743558295413364,0.20368053133877484,0.7500928332714445,1.4207802522705117,2.5633024135724236,0.001234538047075735,0.0004889341501546674
9,second price,1888.0,948.6022245762712,896.3083807735853,1.0,313.75,685.5,1341.0,7106.0,1888.0,0.147935725228288,0.12068949611854594,0.0003748125937031484,0.05485176375029009,0.12155325534843295,0.2126209227320342,0.7533834586466165,1.301105858671533,2.087500547606597,0.0010764127411968358,0.00040930346626591923
10,second price,1975.0,928.273417721519,890.0990685030323,1.0,288.0,659.0,1305.5,6343.0,1975.0,0.14385539395265295,0.1199396606992698,0.00010576414595452142,0.05226524304330494,0.11417379950674597,0.20347739389863198,0.771666077113548,1.3480570743639473,2.0438742451507466,0.001041042292311202,0.00037809825368590865
11,second price,1896.0,962.2990506329114,882.8689033458703,1.0,315.0,729.5,1328.25,8093.0,1896.0,0.14829432401122636,0.1190403037906681,9.452689290103034e-05,0.05702583518614586,0.12069343109020199,0.20969639038999505,0.9000774593338497,1.3028364416884746,2.3477110294993677,0.0010708431121933218,0.0004479649276007126
12,second price,1993.0,914.392373306573,885.2047295597646,1.0,300.0,640.0,1272.0,8013.0,1993.0,0.14253687540672552,0.11590291021519986,0.00025406504065040653,0.05676552363299351,0.11440536013400335,0.20026071370376405,0.8131955484896661,1.4297167679532332,2.7324094638015493,0.0010316468295234144,0.00040903071941361695
13,second price,1941.0,929.6017516743947,902.0085523042002,2.0,288.0,665.0,1283.0,8379.0,1941.0,0.14284269602420696,0.11622642765078968,0.0002999850007499625,0.0525197328476017,0.11716044632550981,0.20070011668611434,0.7476976208749041,1.2898201485166436,2.1204629611753276,0.0009318705166851283,0.00034406676745820064
14,second price,1920.0,956.7786458333334,951.3575043352321,2.0,270.75,671.5,1296.25,6575.0,1920.0,0.14470443551127765,0.1196997123693922,0.00023529411764705883,0.050427817282977794,0.11756742084167282,0.20564818245769453,0.8391505078485688,1.2781981080940863,2.008965806556353,0.0010255180314008685,0.00039533508496363316
15,second price,1908.0,949.6362683438155,896.8633944949572,1.0,289.75,673.5,1354.25,6142.0,1908.0,0.1488070043203608,0.1260585514781063,0.00010998680158380995,0.052007859902907926,0.11893367806984857,0.2138570661695693,0.8529576413509983,1.4570632379590385,2.928928540600821,0.001492854053963669,0.0006653920506250193
