,auction type,count,mean,std,min,25,50,75,max,count_per,mean_per,std_per,min_per,25_per,50_per,75_per,max_per,skew,kurtosis,4th,5th
0,second price,14.0,1271.142857142857,748.0705290836664,315.0,745.5,1132.0,1827.0,2542.0,14.0,0.18934216790163214,0.068603560647908,0.10763293310463122,0.14003781001113177,0.17200962250185048,0.22922653638479878,0.344988016354152,0.9550032850857939,0.49501577423299015,5.6058094179905286e-05,6.583178631832714e-06
1,second price,12.0,1418.0833333333333,805.2569842019756,613.0,883.75,1153.0,1686.5,3091.0,12.0,0.1982975945871965,0.07298738753721455,0.11525307797537619,0.15200907709959632,0.16663923553169863,0.24182476268425218,0.3658421114924843,1.1611534893413873,1.084796633369379,7.681250639779063e-05,1.077873626723333e-05
2,second price,10.0,1411.0,669.8356348969334,365.0,1124.5,1170.0,1925.0,2521.0,10.0,0.2310643907507762,0.1290531228276042,0.11117879987816022,0.1560036313388427,0.19634152805080574,0.24502985411011688,0.5391360136869119,1.74403093888048,3.237846648153618,0.0009629789578421985,0.0002754537989757571
3,second price,12.0,1335.5833333333333,534.5523970122248,696.0,923.75,1247.0,1507.75,2631.0,12.0,0.180523336889112,0.047563813948231955,0.10673540099721118,0.15257007217363724,0.18135213286229745,0.2055506715493205,0.2684370500719885,0.16559795387342052,-0.2010578614918055,1.037272242493815e-05,1.8690633142888584e-07
4,second price,18.0,1100.888888888889,527.2206691575436,371.0,724.5,945.0,1466.0,2221.0,18.0,0.18996189875951822,0.0765272705452082,0.1005397493367487,0.1322756001431221,0.189430067136176,0.2290795534017157,0.3952513966480447,1.114056873907762,1.641676573136155,0.00011943486173170362,2.0103656792126366e-05
5,second price,15.0,1225.7333333333333,744.7324032032932,319.0,779.5,1042.0,1513.0,3241.0,15.0,0.17448145088621453,0.08480712755350875,0.10420449783489315,0.114011733430663,0.1294344327326306,0.21989926568555476,0.4007624493685966,1.5738747726270796,2.33798409971439,0.0001916561449170876,3.999900606283384e-05
6,second price,11.0,1361.8181818181818,721.7556121266836,426.0,726.0,1355.0,1779.0,2472.0,11.0,0.20151897791011864,0.12286818620632724,0.10061407652338214,0.12784188742259733,0.14242630606090087,0.24206430318790373,0.4648648648648649,1.413604003465166,0.8610412223607327,0.0005681901571243596,0.00013128221698069842
7,second price,11.0,1310.5454545454545,702.6799219611108,708.0,856.5,1153.0,1516.5,3065.0,11.0,0.18382595566833962,0.08318320286810012,0.10424440298507463,0.13080791912766426,0.15019630774371398,0.20655548891275805,0.3727350115529612,1.4411418220181083,1.5063830966981175,0.0001346867974713833,2.245158477429638e-05
8,second price,9.0,1252.111111111111,633.3668850761865,303.0,968.0,1275.0,1405.0,2278.0,9.0,0.1766828901713083,0.06773994712595073,0.10484581497797357,0.122040072859745,0.1420905995253328,0.22530468248877486,0.3008849557522124,0.7055272198020621,-0.6872586835759922,3.392593993571731e-05,2.9960346010309496e-06
9,second price,10.0,1142.7,967.0127024329447,310.0,662.0,743.5,1213.25,3646.0,10.0,0.1662601353878964,0.09917283072687245,0.10627356873500171,0.12057744780809065,0.1355433119037271,0.14266145645931805,0.4390655105973025,2.8097973866155583,8.22850337326799,0.0005570158760670046,0.00015094592800519237
